ID	block	new_block	x_t	b_t	delta_t	a_t	e_t	mu_t	c_t	tac	r_t	kappa_t	v_t	RT	initRT
72	1	1	269	49.2794635302452	-140.279463530245	NaN	-148.279463530245	261	1	0	0	16	0	2.64701960003003	1.36778550012968
72	1	0	246	49.3086649165249	-163.308664916525	0.0292013862796866	-148.308664916525	261	0	1	0	16	0	4.00779850012623	0.459157299948856
72	1	0	252	246.24230046931	5.75769953069024	-163.066364447215	14.7576995306902	261	0	2	1	16	0	1.56339269992895	0.149136600084603
72	1	0	257	90	167	-156.24230046931	171	261	0	3	0	16	0	0.546838999958709	NaN
72	1	0	231	256.636035998628	-25.6360359986276	166.636035998628	4.36396400137246	261	0	4	0	16	0	1.37220839993097	0.0257945000194013
72	1	0	270	244.707978842979	25.2920211570213	-11.9280571556488	16.2920211570213	261	0	5	0	16	0	1.808974100044	0.529207400046289
72	1	0	259	272.373595802237	-13.3735958022366	27.6656169592579	-11.3735958022366	261	0	6	1	16	0	1.93961590016261	0.459442200139165
72	1	0	252	265.017580409624	-13.0175804096242	-7.35601539261245	-4.0175804096242	261	0	7	1	16	0	2.07673960016109	0.730366100091487
72	1	0	260	259.562524648882	0.437475351118162	-5.45505576074235	1.43747535111815	261	0	8	1	16	1	1.92293590004556	0.373161599971354
72	1	0	282	260.781073861893	21.2189261381074	1.21854921301077	0.218926138107383	261	0	9	0	16	0	1.4049521998968	0.643096799962223
72	1	0	246	260.537677791974	-14.5376777919744	-0.24339606991824	0.462322208025622	261	0	10	0	16	1	2.00812010001391	0.590204800013453
72	1	0	256	246.42045911921	9.57954088079007	-14.1172186727644	14.5795408807901	261	0	11	1	16	0	1.77663119998761	0.663490900071338
72	1	0	263	253.191308373793	9.80869162620688	6.77084925458321	7.80869162620686	261	0	12	1	16	0	2.16733650001697	0.602610799949616
72	1	0	261	258.340707346477	2.65929265352301	5.14939897268385	2.65929265352301	261	0	13	1	16	0	2.49866420007311	0.801546199945733
72	1	0	266	263.758085652585	2.24191434741504	5.41737830610796	-2.75808565258495	261	0	14	1	16	0	2.05973259988241	0.661879400024191
72	1	0	258	267.588970253389	-9.5889702533888	3.83088460080383	-6.58897025338878	261	0	15	1	16	0	1.60539569985121	0.559778599999845
72	1	0	231	253.62645067295	-22.6264506729497	-13.9625195804391	7.37354932705029	261	0	16	0	16	0	1.96520809992217	0.518476599827409
